index,question,encoding,answer,type
1536,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1537,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1538,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gray,0
1539,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1540,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
1541,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1542,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
1543,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1544,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1545,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
1546,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",square,1
1547,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1548,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
1549,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1550,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1551,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1552,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1553,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1554,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1555,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",left,1
1556,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1557,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1558,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1559,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
1560,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1561,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1562,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1563,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
1564,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",green,0
1565,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1566,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1567,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1568,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1569,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
1570,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1571,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1572,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1573,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",red,0
1574,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1575,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1576,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1577,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
1578,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1579,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1580,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",bottom,1
1581,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1582,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
1583,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1584,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1585,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
1586,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1587,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1588,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gray,0
1589,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1590,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1591,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
1592,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1593,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1594,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
1595,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
1596,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1597,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1598,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
1599,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1600,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1601,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
1602,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1603,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1604,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
1605,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
1606,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1607,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1608,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1609,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
1610,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
1611,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",gray,0
1612,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1613,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1614,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1615,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1616,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1617,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1618,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1619,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1620,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1621,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1622,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1623,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
1624,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1625,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
1626,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1627,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",right,1
1628,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
1629,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",square,1
1630,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1631,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1632,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1633,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1634,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1635,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1636,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",right,1
1637,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
1638,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1639,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1640,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",circle,0
1641,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1642,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",circle,1
1643,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1644,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1645,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1646,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",bottom,1
1647,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1648,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",right,1
1649,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1650,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",gray,0
1651,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1652,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",green,0
1653,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
1654,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1655,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1656,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1657,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1658,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1659,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1660,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1661,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",left,1
1662,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1663,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",green,0
1664,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1665,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1666,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1667,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
1668,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
1669,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1670,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
1671,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
1672,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1673,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
1674,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1675,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1676,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
1677,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
1678,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1679,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1680,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1681,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1682,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
1683,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",red,0
1684,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1685,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",bottom,1
1686,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1687,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
1688,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1689,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
1690,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",top,1
1691,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1692,Is the yellow object on the top or on the bottom?,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",top,1
1693,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gray,0
1694,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1695,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1696,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",right,1
1697,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",circle,1
1698,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",blue,0
1699,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1700,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1701,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",circle,0
1702,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",top,1
1703,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1704,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1705,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1706,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1707,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1708,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
1709,Is the green object on the top or on the bottom?,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1710,What is the shape of the red object?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",circle,1
1711,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1712,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",circle,0
1713,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",yellow,0
1714,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1715,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1716,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",gray,0
1717,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1718,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1719,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1720,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
1721,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1722,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
1723,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
1724,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",right,1
1725,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
1726,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",gray,0
1727,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
1728,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1729,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1730,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1731,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1732,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",circle,0
1733,Is the green object on the left or on the right?,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1734,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1735,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
1736,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1737,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1738,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",blue,0
1739,What is the shape of the object that is furthest from the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",square,0
1740,Is the red object on the top or on the bottom?,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",top,1
1741,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1742,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",gray,0
1743,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
1744,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
1745,What is the color of the object that is closest to the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",green,0
1746,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1747,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",right,1
1748,Is the blue object on the top or on the bottom?,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",bottom,1
1749,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1750,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1751,What is the color of the object that is closest to the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",green,0
1752,Is the gray object on the top or on the bottom?,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",bottom,1
1753,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",left,1
1754,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",gray,0
1755,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",yellow,0
1756,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1757,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",red,0
1758,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1759,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1760,Is the gray object on the left or on the right?,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",left,1
1761,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1762,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1763,What is the color of the object that is closest to the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",red,0
1764,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1765,What is the shape of the object that is furthest from the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",square,0
1766,What is the shape of the object that is furthest from the gray object?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",circle,0
1767,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",circle,0
1768,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",circle,1
1769,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1770,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",circle,1
1771,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1772,What is the shape of the object that is furthest from the blue object?,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",square,0
1773,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1774,What is the shape of the green object?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1775,What is the shape of the gray object?,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",square,1
1776,What is the shape of the object that is furthest from the red object?,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",square,0
1777,What is the shape of the yellow object?,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",square,1
1778,Is the red object on the left or on the right?,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",left,1
1779,What is the color of the object that is closest to the yellow object?,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",green,0
1780,Is the blue object on the left or on the right?,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",left,1
1781,What is the color of the object that is closest to the green object?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",gray,0
1782,Is the yellow object on the left or on the right?,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",right,1
1783,What is the shape of the blue object?,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",square,1
